,Year,Album Names,Album Type,Record Label(s),Song Name,Medley,Artist(s),Composer(s),Lyricist(s),Adapted from,Originally Sang by,Movie,Movie Role,Lyrics,Source
32,1976,半斤八兩,Full,寶麗多,斷腸夢,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"心驚恐 燭影動 午夜殘月碎春夢
枕邊空 更深露重 問誰共

秋波湧 憶花容 翠袖搖曳暗低弄
酒千盅 空添苦痛 斷腸夢

故夢去匆匆 塞雁隔西東
情恨種朝思晚盼 一封音訊通

悲丹楓 惜飄蓬 遠望前路各珍重
哀苦衷 鐘聲飄送 斷腸夢

故夢去匆匆 塞雁隔西東
情恨種朝思晚盼 一封音訊通

悲丹楓 惜飄蓬 遠望前路各珍重
哀苦衷 鐘聲飄送 斷腸夢

斷腸夢",mojim.com
33,1976,半斤八兩,Full,寶麗多,追求三部曲,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"面撞面個妹釘確係人省鏡
望落順眼風姿綽約夠標青
冒昧問句小姐妳係叫乜名
哈囉一聲All Right搞掂實靈擎

密密預約海邊搏命齊撐艇
漫步綠柳花間結伴行山頂
會面食野三更半夜去餐廳
西裝筆挺衫領乾淨執到正

佢尊翁綽號包頂頸(三寸釘)
屋企住喺茶果嶺(瓦封嶺)
見我口輕輕 當我花靚倞
實在阿啦面幪兼心精

但願做對鴛鴦結合查篤撐
二萬賀禮鮑參翅席嫌錢腥
另外又要親戚派十擔西餅
一聽驚驚今次整定煲要掟

佢尊翁綽號包頂頸(三寸釘)
屋企住喺茶果嶺(瓦封嶺)
見我口輕輕 當我花靚倞
實在阿啦面幪兼心精

但願做對鴛鴦結合查篤撐
二萬賀禮鮑參翅席嫌錢腥
另外又要親戚派十擔西餅
一聽驚驚今次整定煲要掟

一聽驚驚今次整定煲要掟",mojim.com
34,1976,半斤八兩,Full,寶麗多,流水恨,,許冠傑,許冠英,許冠傑;黎彼得,,,,,"看流水 倍陶醉 解我憂慮
聽潮水 憶伴侶 悲愛逝去

意闌珊 愛難挽 感慨千萬
嘆緣慳 痛情冷 相見恨晚

那許永相伴隨 年華容易老去
慶得片刻歡聚 何日共相對

嘆流水 惹愁緒 彷似灑淚
怨潮水 波浪退 心似亂絮

那許永相伴隨 年華容易老去
慶得片刻歡聚 何日共相對

嘆流水 惹愁緒 彷似灑淚
怨潮水 波浪退 心似亂絮

心似亂絮",mojim.com
35,1978,財神到,Full,寶麗多,財神到,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"(a)
財神到　財神到　好心得好報
財神話　財神話　搵錢依正路
財神到　財神到　好走快兩步
得到佢睇起你　你有前途

闔府慶新歲　喜氣盈盈
齊賀你多福蔭　壯健強勁
又祝你今年　慶獲榮升
朝晚多多歡笑　錦繡前程

願夫婦恩愛　體貼入微
成日有吉星照　百事無忌
共親友相見　說話投機
充滿新春喜氣　歡暢揚眉

(重複a)

(b)
啦啦啦⋯⋯
財神到　財神到　好走快兩步
得到佢睇起你　你有前途

賀所有鴛侶　花結並頭
還望各位工友　百業成就
大家冇爭鬥　快樂無憂
聽隻歌輕鬆吓　拋卻恨愁

(重複a,b,a,a,b)

大眾慶新春　望財神到",mojim.com
36,1978,財神到,Full,寶麗多,何處覓蓬萊,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"心響往蓬萊 想身處蓬萊
仰望蓬萊所在 似被浮雲掩蓋

想找到蓬萊 偏不見蓬萊
遍歷人間世外 費盡勞力錢財

遙看天邊飛鳥 原野夕陽照耀
頓覺寧靜舒泰 恨怨漸似開解

方知卻原來 不必盼蓬萊
已是埋藏心內 蓬萊就是愛

遙看天邊飛鳥 原野夕陽照耀
頓覺寧靜舒泰 恨怨漸似開解

方知卻原來 不必盼蓬萊
已是埋藏心內 蓬萊就是愛",KKBOX.com
37,1978,財神到,Full,寶麗多,錢會繼續嚟,,許冠傑,Wayne Reichner,許冠傑;黎彼得,,,,,"米貴 冇乜問題
諗計 咪懵懵閉
喥掂 就要發威
啲錢就會繼續嚟

冇米 隻雞就啼
撞鬼 咪巴巴閉
焗住 就殺隻雞啦
啲錢係會繼續嚟

過節送禮立定例
水鬼陛隍靠老細
你咪猛呻命運滯
要打基礎 MUN紅毛泥

冇計 咪鬼食泥
駛錢 當交水費
在下 奉勸各位
啲錢係會繼續嚟

啲錢係會繼續嚟
啲錢係會繼續嚟

米貴 冇乜問題
諗計 咪懵懵閉
喥掂 就要發威
啲錢就會繼續嚟

冇米 隻雞就啼
撞鬼 咪巴巴閉
焗住 就殺隻雞啦
啲錢係會繼續嚟

老友咪個論地位
駛乜孤寒詐詐諦
駛得開心應該駛
死慳死抵 想人提攜呀

咪制 你想入圍
冤鬼 咪懶經濟
萬事 係放遠睇
啲錢係會繼續嚟

啲錢係會繼續嚟
啲錢係會繼續嚟
啲錢係會繼續嚟",KKBOX.com
38,1978,財神到,Full,寶麗多,為你,,許冠傑,許冠傑,詹惠風,,,,,"為妳情心一早已獻 情共愛添心間溫暖
願妳情相牽 始終相守相勉 誓約山盟今生永存

為妳從今不講再見 長伴裙邊永共纏綿
願妳同相依 每天朝晚得見 莫再分離相思寸寸

渡過困苦 情義倍添 要共尋理想心更堅
就算理想 如夢似煙 但期望我倆愛今莫變遷

為妳從此相處永遠 同命鳥恩愛年年
願妳長相思 始終痴心一片 萬縷真情今生永莫變

渡過困苦 情義倍添 要共尋理想心更堅
就算理想 如夢似煙 但期望我倆愛今莫變遷

為妳從此相處永遠 同命鳥恩愛年年
願妳長相思 始終痴心一片 萬縷真情今生永莫變",KKBOX.com
39,1978,財神到,Full,寶麗多,麻雀耍樂,,許冠傑,Bert Russell,許冠傑;黎彼得,,,,,"留二索扣六索 一摸三七索 再卒一九五八認真泡
求六索上二索 認真化鬼學 諗起卡窿岩岩一講就嚟
轉下手摸一索等黐三索 甩岩七索叫六九索
求六索有六索敲崩檯角 呢鋪真係代表咯

最鬼憎係屋企咁寂寞 去猛搵腳兩頭騰 成日頻撲
砌幾圈我身心最快樂 無本我照落埸 打親梗係主角

甩到手軟起哂泡 兼側側膊 將地骰仔猛咁卜
頭又重氣又索 口乾頸渴 幾大死做死搏

叫碗粥 打通宵再直落 唷地野定定神疲倦唔覺
咬口煙 拿鋪牌猛咁度 個袋帶定藥油 一於搵命仔搏

甩到手軟起哂泡 兼側側膊 整包花生猛咁剝
人人食到滿地殼 好似七國 打得真係爽咯

留二索扣六索 一摸三七索 再卒一九五八認真泡
求六索上二索 認真化鬼學 諗起卡窿岩岩一講就嚟
轉下手摸一索等黐三索 甩岩七索叫六九索
求六索有六索敲崩檯角 呢鋪真係代表咯",KKBOX.com
40,1978,財神到,Full,寶麗多,柔情淚,,許冠傑,Fred Wise;Ben Weisman;Jack Lloyd,許冠傑;黎彼得,,,,,"舊愛消失風雨間 萬里阻隔再會難
款曲空寄柔情淚滿眼 低聲嘆隻影單

自怨當初空作繭 夜半枕冷碎夢殘
倇惜春去柔情淚滿眼 恐相見已恨晚

人生悲歡 世間滄桑 感慨有千萬
如今追憶 昔日歡聚 緣何別一旦

夢散煙消恩愛減 舊燕不會再復還
每當佳節柔情淚滿眼 痴心永遠莫挽

人生悲歡 世間滄桑 感慨有千萬
如今追憶 昔日歡聚 緣何別一旦

夢散煙消恩愛減 舊燕不會再復還
每當佳節柔情淚滿眼 痴心永遠莫挽

每當佳節柔情淚滿眼 痴心永遠莫挽",KKBOX.com
41,1978,財神到,Full,寶麗多,我愛你,,許冠傑;陳秋霞,Hugo Peretti;Luigi Creatore;George David Weiss,許冠傑;黎彼得,Ku'uipo,Elvis Presley,,,"我愛你
編︰ALEX SAN

合：柔情無恨我愛你 講真心
我與你相依相親
論富與貧不應分
真心真意就合襯

男：手執鮮花親送贈
女：永遠與你兩心印
男：千金一刻多接近
女：濃情厚意喜不禁

合：喁喁情話我愛你
男：我的妹妹
女：o依 真係骨到痺
男：唉哂心機
女：咪咁佻皮
男：我叫鬈毛飛
女：應該走去做大戲

男：將心比己休顧忌
女：咪再鬥氣要講理
男：開開心心祝我哋
女：做對鴛鴦水中戲

男：情人其實我愛你 不相欺
女：我與你不分尊卑
男：共等佳期雙于飛
女：不分朝晚侍候你

合：我愛你 不相欺
我與你不分尊卑
共等佳期雙于飛
不分朝晚侍候你

男：人如燕飛
女：同諧連理
合：一生一世伴著你
女：人如燕飛
男：同遊同戲
合：今生今世伴著你",KKBOX.com
42,1978,財神到,Full,寶麗多,佛跳牆,,許冠傑,Otis Blackwell,許冠傑;黎彼得,,,,,"咁啱又茶樓齊共上
良朋談動向
花雕Dep幾兩
閒來尋樂暢
叫煲佛跳牆(佛跳牆)
炆得咁鬼香
計起就完全唔系貴
翅肚能潤肺
鮑參炆光雞
發菜同玉桂
配料落到齊(落到齊)
認真冇得揮
肥佬黎 倒眼輝
潺仔威 軟腳龜 擦啦餵

夾起吖連隨搽辣醬
確系怡神顏又養
一於搵手搶
完全唔異相
有福大家享(大家享)
駛乜咁緊張
成班友一味啄
含含聲一味啄
唔怕肚脹

肥佬黎 倒眼輝
潺仔威 軟腳龜 擦啦餵

咁岩又茶樓齊共上
良朋談動向
花雕Dep幾兩
閒來尋樂暢
叫煲佛跳牆(佛跳牆)
炆得咁鬼香
成班友一味啄
含含聲一味啄
唔怕肚脹

佛跳牆(佛跳牆) 炆得咁鬼香
見到佛跳牆(佛跳牆) 鬼都要裝香
正宗佛跳牆(佛跳牆) 炆得咁鬼香
見到佛跳牆(佛跳牆) 鬼都要裝香
超級佛跳牆(佛跳牆) 炆得咁鬼香
見到佛跳牆(佛跳牆) 鬼都要裝香",KKBOX.com
43,1978,財神到,Full,寶麗多,往事,,許冠傑,Sid Tepper;Roy C. Bennett,許冠傑;黎彼得,Angel,Elvis Presley,,,"往事 在我心裡湧現
往事不勝憧憬
徒令五內撩亂

往事 逝似天際閃電
往事空添懷想
人事息間萬變

愁對明月再圓
柔情若結心境千百轉
縱懷萬縷言
難令故夢重現

往事 令我朝晚思念
往事不堪回首
遺下悽酸恨怨

愁對明月再圓
柔情若結心境千百轉
縱懷萬縷言
無奈往事化煙

往事 令我朝晚思念
往事不堪回首
遺下悽酸恨怨

往事......",KKBOX.com
44,1978,財神到,Full,寶麗多,今宵,,許冠傑,許冠傑,許冠傑;詹惠風,,,,,"青春一轉眼逝去像煙般消
喜得你共同和唱 情歌愛調
期望種下情苗 手牽手心暗跳
不經不覺夜已曉

一生中願怨恨愛 難數多少
天空裡月圓月缺 誰可以料
塵俗裡樂迢遙 輕飄飄似隻鳥
拋開一切盡歡笑

情意問有幾多 相思也未算少
只盼望能令你知曉
情意永掛牽 真心彼此相照
我倆追尋夢裡暢享今宵

青春一轉眼逝去像煙般消
喜得你共同歷數 人生奧妙
期望種下情苗 手牽手心暗跳
今宵相對盡歡笑

情意問有幾多 相思也未算少
只盼望能令你知曉
情意永掛牽 真心彼此相照
我倆追尋夢裡暢享今宵

一生中願怨恨愛 難數多少
天空裡月圓月缺 誰可以料
誠望你樂悠悠 應珍惜分與秒
今宵應該盡歡笑 今宵應該盡歡笑",KKBOX.com
45,1978,財神到,Full,寶麗多,咪當我老襯,,許冠傑,Jerry Leiber;Mike Stoller,許冠傑;黎彼得,Baby I Don't Care,Elvis Presley,,,"過吓SHOW HAND啤癮 我博殺認真KUNK
你DUM雞咩 冇要緊
最怕你出老千 想搵我笨佢有舖偷雞癮 嚇到我週身震
博我KUM 我最MUNG
索性SHOW曬冷 底牌要問我自信最有賭品 夠曬斯文
撞正鬥氣冤家 一於忍忍忍忍忍忍

四五喳起手震 博有啤好MUN
點知跌只三 又派只二
送尾起只煙添 認真夠運
咪當我老襯
咪當我老襯
咪當我老襯四五喳起手震 博有啤好MUN
點知跌只三 又派只二
送尾起只煙添 認真夠運十個八個SHOW HAND 要靠手神
撞正有對手牌 幾大跟跟跟跟跟跟

立曬身心興奮 笑到屋都震
佢發曬MUNG 面似灶君
我殺到佢清曬倉 七瘟八燉
咪當我老襯
咪當我老襯
咪當我老襯
咪當我老襯",KKBOX.com
46,1978,財神到,Full,寶麗多,愛,,許冠傑,許冠傑,許冠傑;詹惠風,,,,,"共探討情海韻味 一世永伴莫分離
樂與苦無須畏忌 只想與你似海鷗高飛

不會意分歧 共努力把愛編
終會見真理 望他朝不再相思兩地
永相聚 那管世事迷離

莫嘆息人生似夢 風雨過後現彩虹
願倆身長期與共 不必怨忿也不必驚恐

只要永相從 願彼此理想 一切也相同
準拋開所有悲傷與恨痛
誠望永遠 能共你愛心可永種

只要永相從 願彼此理想 一切也相同
準拋開所有悲傷與恨痛
誠望永遠 能共你愛心可永種",KKBOX.com
47,1978,賣身契,Full,寶麗多,賣身契,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"蘇蝦仔未出世，都去搵玉皇大帝，聽佢講番Ｄ世俗條例，
嚦起張賣身契，豈勢咁擰頭擰髻，好坐低聽孤家講出一切。

喂！我要你架勢，你梗一家富貴，
我發起啷黎，會將你墊屍底，認真巴閉，
簽番張賣身契(賣身契)，攪掂筆入境費(仲要洗禮)，
咁蘇蝦仔至准出世。

蘇蝦仔大個左啦喂，識拍拖學人地曳，一次偷雞喊亦無謂，
番香閨論婚禮，俾八姑窒頭窒勢，好女婿 呢單認真襟計。

喂！你咪當免費，走精面咪制(咪制)，
我聽錢駛，你好挖倉底，重要三牲酒禮，
簽番張賣身契(仲要屋契)，攪掂筆外母費(傑過西米)，
咁蘇蝦仔至准出世。

香港地為生計，乜野都受人限制，睇報紙多多制度條例，
加差餉電費水費 Ｄ'食送'乜愈來愈貴，恩愛夫妻都頂心頂肺。

喂！咪太過閉翳，訓醫院更貴(太貴)，
養班馬騮仔，有苦暗啞抵，仲要交足書簿費，
一張張賣身契(賣身契)，枕住咁累你一世(做到甩肺)，
唉！總之一句柯彌吉帝(柯彌柯彌吉帝)。

一張張賣身契(賣身契)，枕住咁累你一世(做到甩肺)，
唉！總之一句柯彌吉帝羅，前世。",KKBOX.com
48,1978,賣身契,Full,寶麗多,舞伴,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"紅男綠女 歡舞燈影裡
今宵喜相對 心心暗許
情懷若醉 跟舞步伴隨
溫馨中不覺 憶起愛侶

懷念那相思淚 依戀往日歡聚
翩翩儷影相隨 充滿樂趣
前塵若絮 恩怨莫問誰
得新歡相對 應該再醉

情懷若醉 跟舞步伴隨
溫馨中不覺 憶起愛侶

懷念那相思淚 依戀往日歡聚
翩翩儷影相隨 充滿樂趣
前塵若絮 恩怨莫問誰
得新歡相對 應該再醉",KKBOX.com
49,1978,賣身契,Full,寶麗多,男兒漢,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"●○●.男兒漢
●.

男兒漢，誓要衝破萬尺浪，
在四海奮勇闖蕩，心有毅力人自壯。

男兒漢，立志英勇自領航，
誓要爭扎到彼岸，此志盡在四方。

應苦幹，拯救弱小殺豺狼，警惡懲奸意若狂，教碎瀝肝，
真好漢，必要罪魁劍下亡，警惡懲奸意若狂，教碎瀝肝。

●○●.男兒漢
●.

男兒漢，立志英勇自領航，
誓要爭扎到彼岸，此志盡在四方。

應苦幹，拯救弱小殺豺狼，警惡懲奸意若狂，教碎瀝肝，
真好漢，必要罪魁劍下亡，警惡懲奸意若狂，教碎瀝肝。

男兒漢，自勉不要負重望，
被困災變與風浪，不要墮入塵俗網。
男兒漢，遇到波折莫志降，
命裡總會有希望，黑暗漸露曙光，
愁懷盡放 ~~~~",KKBOX.com
50,1978,賣身契,Full,寶麗多,世事如棋,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"倉卒歲月 世事如棋
每局都光怪陸離
驟晴驟雨人事天天變
有喜亦有悲

恩怨愛恨 世事如棋
每局都充滿傳奇
若顰若笑難辨心中意
似比幕前做戲

苦衷拋萬里 今天慶幸有知己
捉番盤棋共行樂
衝破內心藩籬

張眼遠望 世事如棋
每局應觀察入微
但求共你棋藝相比較
瞭解做人道理

恩怨愛恨 世事如棋
每局都充滿傳奇
若顰若笑難辨心中意
似比幕前做戲

苦衷拋萬里 今天慶幸有知己
捉番盤棋共行樂
衝破內心藩籬

張眼遠望 世事如棋
每局應觀察入微
但求共你棋藝相比較
瞭解做人道理",KKBOX.com
51,1978,賣身契,Full,寶麗多,應該要自愛,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"人埋沒了天才 生趣問何在
萬勿再等待 年齡難復再
唔係到將來 空添憤慨
須緊記 呢句話 應該要自愛

無謂再癡呆 只顧現在
實在你心內 才華無限載
誰願意將來 餐餐喫白菜
不長進 空悔恨 應該要自愛

你有呀天才 佢有呀天才 應該要自愛
人人立志休悲哀 怨恨拋腦外
各有呀天才 趁有呀天才 必須要自愛
紅桃綠柳春花開 皆因灌溉

人入了棺材 福蔭尚存在
受惠既一代 才明瞭大慨
傳落去將來 好比接力賽
講真下 呢句話 應該要自愛

你有呀天才 佢有呀天才 應該要自愛
人人立志休悲哀 怨恨拋腦外
各有呀天才 趁有呀天才 必須要自愛
紅桃綠柳春花開 皆因灌溉

人埋沒了天才 生趣問何在
萬勿再等待 年齡難復再
唔係到將來 空添憤慨
須緊記 呢句話 應該要自愛

你有呀天才 佢有呀天才 應該要自愛
人人立志休悲哀 怨恨拋腦外
各有呀天才 趁有呀天才 必須要自愛
紅桃綠柳春花開 皆因灌溉

啦..............
啦..............

～一起 共勉之 唄！！～",KKBOX.com
52,1978,賣身契,Full,寶麗多,人生的道路,,許冠傑,許冠傑,許冠傑;鄭國江,,,,,"無謂嘆息唏噓 窮途上不只一個你
這是人生的道路 休怨恨獨焦慮

無謂嘆息唏噓 時逢逆境不應洩氣
這是人生的道路 想要避難以避

其實困難終過去 心裡何妨有預備
吉凶禍福天之數 不必嗟嘆暗流淚

無謂嘆息唏噓 人逢順境多添記趣
每段人生的路途上 都有喜樂傷悲

其實困難終過去 心裡何妨有預備
吉凶禍福天之數 不必嗟嘆暗流淚

無謂嘆息唏噓 人逢順境多添記趣
每段人生的路途上 都有喜樂傷悲
前路縱使崎嶇 憑著耐心君休撤退
要在人生的路途上 爭取真善美
要在人生的路途上 爭取真善美",mojim.com
53,1978,賣身契,Full,寶麗多,學生哥,,許冠傑,Goldstein,許冠傑;黎彼得,,,,,"學生哥，好溫功課，咪淨係掛住踢波，
最弊肥佬左，無陰功咯，同學亦愛莫能助。

(肥佬左，無陰功咯，同學亦愛莫能助)

學生哥， 好咪書囉，咪日夜掛住拍拖，
顧住十幾科，科科喎，面懵懵一肚火。

(十幾科，科科喎，面懵懵一肚火)

螞蟻亦要搵野食，唔做事確係無益，
少壯就要多努力，來日望自食其力。

學生哥，要思己過，唔係第日悔恨更多，
人之初，應知錯，唔自立就會捱餓。

(人之初，應知錯，唔自立就會捱餓)

學生哥，一個個，我地日日記住隻歌，
人多多，RE ME RE DO 齊合力唱伴同和。

(人多多，RE ME RE DO 齊合力唱伴同和)",mojim.com
54,1978,賣身契,Full,寶麗多,杯酒當歌,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"我時常清風兩袖 吊兒郎當最自由
但得有三餐足夠 為人樂觀好少掛憂
咪彈人貪新厭舊 愛情如海市蜃樓
問天賜幾許佳偶 離合悲歡定必有

飲番杯冰凍啤酒 高歌一曲氣量厚
無謂再去為情悔疚 你盡心庵心個嬲
我懷疑天邊宇宙 有神靈管轄地球
實應要睇通睇透 成敗得失莫追究

※ ※ ※ ※ ※ ※ ※ ※ ※ ※ ※ ※

飲番杯冰凍啤酒 高歌一曲氣量厚
無謂再去為情悔疚 你盡心庵心個嬲
我懷疑天邊宇宙 有神靈管轄地球
實應要睇通睇透 成敗得失莫追究

大家要睇通睇透 成敗得失莫追究",KKBOX.com
55,1978,賣身契,Full,寶麗多,拜拜,,許冠傑,許冠傑,許冠傑;黎彼得,,,,,"(拜拜 拜拜 拜拜)

大眾又起舞 共暢聚相擁抱
手拍手亂嘈 週身汗似焗爐
大眾互傾訴 盡去內心苦惱
功夫耍幾套 風騷吓梗襟老
點知道 一口泡 啲街坊又試警告

(拜拜) 又夠鐘啦咁快 (拜拜) 望下有乜嘢冇帶
(拜拜) 下次再玩過痛快 斟吓世界
(拜拜) 又要走啦咁快 (拜拜) 實在點捨得猛嗌
(拜拜) 第晚至玩過痛快 今晚係咁先啦 拜拜

大眼共雞泡 話肚餓想醫肚
走去深水埗 整番碟炸大蠔
仲要燉豬腦 釀蟹鋼多啲醋
鬼殺咁亂嘈 揾伙記攞枱布
點知道 乜都冇 班爛佬話要閂舖

(拜拜) 又夠鐘啦咁快 (拜拜) 望下有乜嘢冇帶
(拜拜) 下次再玩過痛快 斟吓世界
(拜拜) 又要走啦咁快 (拜拜) 實在點捨得猛嗌
(拜拜) 第晚至玩過痛快 今晚係咁先啦 拜拜

(拜拜) 又夠鐘啦咁快 (拜拜) 望下有乜嘢冇帶
(拜拜) 下次再玩過痛快 斟吓世界
(拜拜) 又要走啦咁快 (拜拜) 實在點捨得猛嗌
(拜拜) 第晚至玩過痛快 今晚係咁先啦 拜拜

(拜拜) 又夠鐘啦咁快 (拜拜) 望下有乜嘢冇帶
(拜拜) 下次再玩過痛快 斟吓世界
(拜拜) 又要走啦咁快 (拜拜) 實在點捨得猛嗌
(拜拜) 第晚至玩過痛快 今晚係咁先啦 拜拜



友站連結： 陶醉的六七十年代情懷",mojim.com
